store_id,uptime_last_hour (mins),uptime_last_day (hrs),uptime_last_week (hrs),downtime_last_hour (mins),downtime_last_day (hrs),downtime_last_week (hrs)
3065866351237099297,0,24.00,95.61,0,0.00,0.00
3073417426454051666,0,17.02,95.53,0,6.98,0.00
3098113175925350158,0,24.00,95.62,0,0.00,0.00
3101208848771000364,0,24.00,95.68,0,0.00,0.00
3121852553741673001,0,23.04,92.69,0,0.96,2.85
3124870606315260549,0,24.00,95.60,0,0.00,0.00
3134829338441709388,0,24.00,94.70,0,0.00,0.98
3137279180682498020,0,24.00,95.62,0,0.00,0.00
3138536121858156832,0,24.00,95.53,0,0.00,0.00
3147193634072302011,0,24.00,95.54,0,0.00,0.00
3149263227065564485,0,24.00,95.51,0,0.00,0.00
3156805818421345260,0,24.00,95.56,0,0.00,0.00
3161124854982343349,0,24.00,95.62,0,0.00,0.00
3163214730828980262,0,0.00,0.00,0,24.00,95.52
3164104648370225734,0,24.00,95.68,0,0.00,0.00
3171773961415632437,0,0.00,0.00,0,24.00,95.57
3182296056281221799,0,24.00,95.54,0,0.00,0.00
3195911228327285325,0,24.00,95.54,0,0.00,0.00
3200128805060032785,0,0.00,95.61,0,24.00,0.00
3208594103648663262,0,24.00,95.68,0,0.00,0.00
3214891449343177494,0,24.00,95.60,0,0.00,0.00
3228783726672848150,0,21.99,64.02,0,2.01,31.56
3236594002592852597,0,24.00,95.53,0,0.00,0.00
3269418707376749077,0,24.00,95.54,0,0.00,0.00
3280733156354851683,0,24.00,95.68,0,0.00,0.00
3298087289432029574,0,0.00,0.00,0,24.00,95.53
3304832135869406624,0,24.00,93.68,0,0.00,2.00
3334892885118822706,0,24.00,95.63,0,0.00,0.00
3354378513684691706,0,24.00,95.61,0,0.00,0.00
3388156940583061838,0,24.00,95.62,0,0.00,0.00
3414836291417592427,0,0.00,0.00,0,24.00,95.53
3443097240382169502,0,24.00,95.61,0,0.00,0.00
3445028062091304717,0,24.00,95.61,0,0.00,0.00
3447288238889078616,0,24.00,95.61,0,0.00,0.00
3451377844596409416,0,24.00,95.53,0,0.00,0.00
3455640056614005343,0,0.00,0.00,0,24.00,95.68
3470900862425905960,0,24.00,95.58,0,0.00,0.00
3487924512625141573,0,24.00,95.68,0,0.00,0.00
3488124198783589340,0,23.03,94.65,0,0.97,0.89
3491046341136078966,0,0.00,0.00,0,24.00,95.53
3505351204259761995,0,0.00,0.00,0,24.00,95.61
3510543493873200136,0,0.00,0.00,0,24.00,95.52
3523692100880174506,0,24.00,95.64,0,0.00,0.00
3530571870158970777,0,24.00,95.57,0,0.00,0.00
3565469892942152873,0,24.00,93.53,0,0.00,2.01
3569389329630528373,0,24.00,95.56,0,0.00,0.00
3575498747069270660,0,24.00,95.53,0,0.00,0.00
3577831220515774030,0,14.98,95.55,0,9.02,0.00
3588760560143669684,0,24.00,95.61,0,0.00,0.00
3591804965179614247,0,24.00,95.62,0,0.00,0.00
3607175595900238487,0,24.00,95.61,0,0.00,0.00
3610105328650536875,0,22.03,92.49,0,1.97,3.12
3619294655848144949,0,24.00,95.53,0,0.00,0.00
3623710220149720782,0,24.00,94.63,0,0.00,0.99
3630372629238271078,0,24.00,95.62,0,0.00,0.00
3633035318399142413,0,24.00,95.62,0,0.00,0.00
3638420872186967096,0,24.00,95.65,0,0.00,0.00
3640932365933586865,0,24.00,95.68,0,0.00,0.00
3655527061478834213,0,0.00,24.00,0,0.00,0.00
3657062410664399937,0,24.00,95.62,0,0.00,0.00
3681929269050303951,0,24.00,95.61,0,0.00,0.00
3717099572038476304,0,23.06,90.24,0,0.94,5.44
3724608275871891817,0,24.00,95.68,0,0.00,0.00
3725666956153825850,0,24.00,95.69,0,0.00,0.00
3731243268234793156,0,24.00,94.71,0,0.00,0.98
3745778341026579379,0,0.00,0.00,0,24.00,95.61
3747425348180577836,0,24.00,95.69,0,0.00,0.00
3768770262374707027,0,24.00,95.68,0,0.00,0.00
3776128726109751908,0,24.00,95.68,0,0.00,0.00
3809447617662697651,0,0.00,0.00,0,24.00,95.68
3811723403992671863,0,24.00,95.64,0,0.00,0.00
3815092217784924746,0,24.00,95.55,0,0.00,0.00
3831047551770936136,0,24.00,95.68,0,0.00,0.00
3843732253862953447,0,24.00,89.64,0,0.00,6.04
3844361742941633821,0,24.00,95.51,0,0.00,0.00
3863901777055984105,0,24.00,95.61,0,0.00,0.00
3878794775425016686,0,0.00,0.00,0,24.00,95.53
3883597061183981735,0,24.00,95.64,0,0.00,0.00
3905158490960811093,0,24.00,88.54,0,0.00,7.14
3908467420365996435,0,24.00,95.68,0,0.00,0.00
3909735247992591325,0,24.00,40.02,0,0.00,55.51
3919389831997155147,0,24.00,95.68,0,0.00,0.00
3924971671845898914,0,0.00,24.00,0,0.00,0.00
3928420091741133278,0,24.00,95.69,0,0.00,0.00
3942430636452731946,0,24.00,94.46,0,0.00,1.08
3943585565821261322,0,24.00,95.62,0,0.00,0.00
3961085042878329163,0,24.00,95.52,0,0.00,0.00
3964881148155096660,0,24.00,95.53,0,0.00,0.00
3981684780387997956,0,24.00,95.60,0,0.00,0.00
3983786718839842887,0,24.00,95.68,0,0.00,0.00
3999482522793776806,0,24.00,95.54,0,0.00,0.00
4000289349032757034,0,24.00,88.52,0,0.00,7.08
4014682770263558895,0,17.02,51.61,0,6.98,43.93
4016252838167779616,0,24.00,95.53,0,0.00,0.00
4025466083805424483,0,17.08,95.68,0,6.92,0.00
4034667685273168284,0,20.03,72.56,0,3.97,22.97
4047403721236143104,0,24.00,95.59,0,0.00,0.00
4056356537811658332,0,24.00,95.61,0,0.00,0.00
4063736086455113362,0,24.00,95.68,0,0.00,0.00
4070606095625486015,0,21.95,64.03,0,2.05,31.56
4081645143271480081,0,0.00,0.00,0,24.00,95.68
4091096377044305023,0,24.00,95.52,0,0.00,0.00
4101604954506997940,0,24.00,95.67,0,0.00,0.00
4102482604314392040,0,0.00,0.00,0,24.00,95.68
4128807293034326195,0,24.00,95.67,0,0.00,0.00
4135296161452585917,0,24.00,95.51,0,0.00,0.00
4169990700107777226,0,24.00,95.54,0,0.00,0.00
4179306616688592252,0,24.00,95.62,0,0.00,0.00
4209944588823430790,0,24.00,95.53,0,0.00,0.00
4230671661085694318,0,0.00,0.00,0,24.00,95.68
4237786782032359529,0,24.00,95.62,0,0.00,0.00
4294168477628718990,0,0.00,0.00,0,24.00,95.61
4302936770261273038,0,24.00,95.61,0,0.00,0.00
4311997043752906982,0,22.01,40.01,0,1.99,55.61
4333246355539626670,0,24.00,95.53,0,0.00,0.00
4334200139645150098,0,24.00,95.64,0,0.00,0.00
4350475864477773885,0,24.00,95.54,0,0.00,0.00
4394775213940263354,0,24.00,95.60,0,0.00,0.00
4403181466014678230,0,24.00,95.68,0,0.00,0.00
4426585115255407705,0,24.00,95.61,0,0.00,0.00
4440251796629982870,0,24.00,95.53,0,0.00,0.00
4465839960587364847,0,24.00,95.68,0,0.00,0.00
4487458899960507791,0,24.00,95.54,0,0.00,0.00
4490643581481308938,0,24.00,95.68,0,0.00,0.00
4493846531369532023,0,24.00,95.54,0,0.00,0.00
4499431744177738744,0,24.00,95.52,0,0.00,0.00
4502213488109123478,0,24.00,95.68,0,0.00,0.00
4519421355791569509,0,24.00,95.61,0,0.00,0.00
4526862862144214038,0,24.00,95.69,0,0.00,0.00
4529761044884056770,0,24.00,95.68,0,0.00,0.00
4535087828585223247,0,24.00,95.55,0,0.00,0.00
4569846722292616274,0,24.00,95.54,0,0.00,0.00
4572155471626501081,0,24.00,95.68,0,0.00,0.00
4575212768727057657,0,17.09,95.62,0,6.91,0.00
4594069615102108120,0,0.00,0.00,0,24.00,95.57
4631425231309361551,0,24.00,95.61,0,0.00,0.00
4637040675312427169,0,24.00,95.61,0,0.00,0.00
4643562238509650081,0,0.00,0.00,0,24.00,95.57
4658864072483512739,0,0.00,0.00,0,24.00,95.68
4670600325857127004,0,24.00,94.70,0,0.00,0.98
4690116529682283125,0,0.00,0.00,0,24.00,95.65
4693932179821479546,0,24.00,95.62,0,0.00,0.00
4708036891381443456,0,24.00,95.54,0,0.00,0.00
4720446417352827567,0,24.00,26.67,0,0.00,69.01
4724461169127726393,0,24.00,95.54,0,0.00,0.00
4745963958616336184,0,24.00,95.68,0,0.00,0.00
4747205070683547129,0,24.00,95.68,0,0.00,0.00
4747602793265451836,0,21.94,40.03,0,2.06,55.64
4779871203708914158,0,24.00,95.62,0,0.00,0.00
4794041852624536159,0,21.93,40.01,0,2.07,55.67
4815503163100586115,0,24.00,95.63,0,0.00,0.00
4820585162654469946,0,24.00,95.68,0,0.00,0.00
4833167438922823535,0,24.00,95.62,0,0.00,0.00
4855310228127434828,0,0.00,24.00,0,0.00,0.00
4870908132718861214,0,24.00,82.64,0,0.00,12.97
4886303287185167971,0,24.00,95.60,0,0.00,0.00
4907255331577181292,0,17.09,95.55,0,6.91,0.00
4978873425768469839,0,24.00,95.53,0,0.00,0.00
4979385466540546679,0,24.00,95.61,0,0.00,0.00
4992021115724804976,0,24.00,95.61,0,0.00,0.00
4994849534965954657,0,0.00,0.00,0,24.00,95.65
5008347861690301769,0,24.00,94.53,0,0.00,1.08
5013659676556899003,0,24.00,95.63,0,0.00,0.00
5025636313231508977,0,24.00,95.53,0,0.00,0.00
5030962769702991524,0,24.00,95.61,0,0.00,0.00
5039212450683870877,0,24.00,95.53,0,0.00,0.00
5042514194646859674,0,0.00,24.00,0,0.00,0.00
5047154360023757128,0,24.00,95.53,0,0.00,0.00
5078704111145361531,0,24.00,95.68,0,0.00,0.00
5080474446923281520,0,0.00,0.00,0,24.00,95.53
5083547698453834531,0,24.00,95.68,0,0.00,0.00
5094144720037804964,0,24.00,95.63,0,0.00,0.00
5119070044713788238,0,14.07,95.54,0,9.93,0.00
5139655722866263680,0,24.00,95.68,0,0.00,0.00
5158951550991853002,0,24.00,95.53,0,0.00,0.00
5166109719449585850,0,24.00,95.68,0,0.00,0.00
5166513058365828562,0,24.00,95.68,0,0.00,0.00
5167124455956260713,0,24.00,95.62,0,0.00,0.00
5184340606577302821,0,0.00,0.00,0,24.00,95.61
5220106591702404503,0,0.00,0.00,0,24.00,95.61
5222633438512913066,0,24.00,95.62,0,0.00,0.00
5224432675455161352,0,0.00,0.00,0,24.00,95.54
5316326154516784194,0,24.00,95.68,0,0.00,0.00
5339362701853549696,0,24.00,93.71,0,0.00,1.97
5339503458462071738,0,24.00,95.60,0,0.00,0.00
5360580384589672363,0,0.00,0.00,0,24.00,95.61
5392622676621278327,0,24.00,95.65,0,0.00,0.00
5399026350784499156,0,23.04,92.65,0,0.96,2.88
5423278778747940477,0,24.00,95.55,0,0.00,0.00
5426011922219537783,0,0.00,0.00,0,24.00,95.68
5449550534098660906,0,20.06,87.53,0,3.94,8.08
5465255006044610178,0,0.00,0.00,0,24.00,95.68
5485595374830994390,0,24.00,95.59,0,0.00,0.00
5492122529427095449,0,24.00,95.54,0,0.00,0.00
5518427138441656733,0,0.00,0.00,0,24.00,95.53
5520585620365628463,0,24.00,95.68,0,0.00,0.00
5526191133038762148,0,24.00,95.68,0,0.00,0.00
5542380022748865470,0,24.00,93.59,0,0.00,2.09
5547475888962855234,0,24.00,95.54,0,0.00,0.00
5570314770521046832,0,24.00,95.53,0,0.00,0.00
5573822435355567205,0,0.00,0.00,0,24.00,95.68
5584037083213462840,0,24.00,95.52,0,0.00,0.00
5593226062635218514,0,24.00,95.68,0,0.00,0.00
5620695598604185448,0,24.00,95.65,0,0.00,0.00
5642497509732673610,0,24.00,95.61,0,0.00,0.00
5652421799253576005,0,24.00,95.54,0,0.00,0.00
5657294792659223889,0,24.00,69.63,0,0.00,25.99
5657970094991585573,0,24.00,95.61,0,0.00,0.00
5659814264223297824,0,24.00,95.54,0,0.00,0.00
5678809773717460304,0,0.00,0.00,0,24.00,95.61
5680290502434703848,0,0.00,0.00,0,24.00,95.65
5692146340058537151,0,24.00,95.53,0,0.00,0.00
5693945648443136681,0,0.00,24.00,0,0.00,0.00
5694284847317939009,0,24.00,95.54,0,0.00,0.00
5701369936085722597,0,0.00,24.00,0,0.00,0.00
5711540913166429515,0,0.00,0.00,0,24.00,95.61
5716822721567619734,0,0.00,0.00,0,24.00,95.68
5718192414366853796,0,24.00,95.61,0,0.00,0.00
5734704011906867906,0,0.00,0.00,0,24.00,95.68
5753143011368437793,0,24.00,95.63,0,0.00,0.00
5778837721456391757,0,17.09,95.68,0,6.91,0.00
5789400892189485648,0,24.00,95.68,0,0.00,0.00
5793226435865690573,0,24.00,95.55,0,0.00,0.00
5819319286020376093,0,24.00,93.53,0,0.00,2.01
5825561552710096629,0,24.00,95.65,0,0.00,0.00
5827091226490329623,0,24.00,95.61,0,0.00,0.00
5838930406506915354,0,24.00,95.61,0,0.00,0.00
5862250878142949876,0,0.00,0.00,0,24.00,95.61
5871853780593130581,0,24.00,95.68,0,0.00,0.00
5908035410348459972,0,0.00,0.00,0,24.00,95.64
5911720197438906362,0,19.06,95.61,0,4.94,0.00
5929163454588250365,0,0.00,0.00,0,24.00,95.61
5930941559911155974,0,24.00,95.61,0,0.00,0.00
5940506369847263591,0,0.00,24.00,0,0.00,0.00
5954140644800691141,0,17.08,51.64,0,6.92,43.97
5956528166768378528,0,24.00,95.53,0,0.00,0.00
5973271232923063448,0,0.00,0.00,0,24.00,95.53
5974947466553595050,0,24.00,95.61,0,0.00,0.00
5976771470795225249,0,24.00,95.51,0,0.00,0.00
5996396065338464202,0,24.00,95.68,0,0.00,0.00
6017856727796385915,0,24.00,95.68,0,0.00,0.00
6048375797507780711,0,24.00,95.65,0,0.00,0.00
6072571022273582065,0,0.00,0.00,0,24.00,95.52
6103811467009376377,0,17.04,53.24,0,6.96,42.29
6107456274615855715,0,24.00,95.62,0,0.00,0.00
6126725621599942431,0,24.00,95.61,0,0.00,0.00
6139601535969838429,0,24.00,95.63,0,0.00,0.00
6179374561721962353,0,0.00,0.00,0,0.00,24.00
6231179318258751370,0,0.00,0.00,0,24.00,95.68
6242385480384788545,0,0.00,0.00,0,24.00,95.68
6310147411863453714,0,24.00,95.53,0,0.00,0.00
6310777869153230362,0,24.00,95.68,0,0.00,0.00
6310973543470827803,0,24.00,95.62,0,0.00,0.00
6325014510634749266,0,24.00,95.64,0,0.00,0.00
6331975213582686073,0,24.00,95.69,0,0.00,0.00
6333022308885644842,0,24.00,95.62,0,0.00,0.00
6373296695996190449,0,17.09,56.18,0,6.91,39.43
6373424578790053065,0,24.00,95.60,0,0.00,0.00
6389799461698552959,0,24.00,95.54,0,0.00,0.00
6396563192294326228,0,24.00,95.69,0,0.00,0.00
6410684055280162842,0,24.00,95.58,0,0.00,0.00
6426424917096754963,0,24.00,95.60,0,0.00,0.00
6429321643682838791,0,0.00,0.00,0,24.00,95.58
6466697330331826671,0,0.00,0.00,0,24.00,95.62
6471230478624228849,0,17.02,95.61,0,6.98,0.00
6530251723612359488,0,24.00,95.53,0,0.00,0.00
6551426500834467636,0,24.00,95.62,0,0.00,0.00
6561198817455107032,0,24.00,95.60,0,0.00,0.00
6575786319375162303,0,23.03,90.26,0,0.97,5.43
6577171409845651001,0,0.00,0.00,0,24.00,95.61
6589467507389527405,0,0.00,24.00,0,0.00,0.00
6613959167939479429,0,24.00,95.55,0,0.00,0.00
6634238977888416752,0,24.00,95.68,0,0.00,0.00
6647161454342205575,0,24.00,95.58,0,0.00,0.00
6654163885034420297,0,24.00,95.59,0,0.00,0.00
6656463669299127947,0,23.03,93.71,0,0.97,1.83
6657266765048523800,0,0.00,0.00,0,24.00,95.57
6659722889597798194,0,24.00,95.62,0,0.00,0.00
6688744192328517546,0,24.00,95.52,0,0.00,0.00
6701064889447779444,0,0.00,0.00,0,24.00,95.68
6701284235685080538,0,24.00,95.59,0,0.00,0.00
6703403472804743914,0,21.94,40.04,0,2.06,55.60
6703847695782874497,0,24.00,95.61,0,0.00,0.00
6707675183890017989,0,0.00,0.00,0,24.00,95.68
6727132511474782202,0,24.00,95.53,0,0.00,0.00
6727847259418548871,0,16.00,95.67,0,8.00,0.00
6734105876303006678,0,24.00,95.61,0,0.00,0.00
6734919551863720370,0,24.00,95.63,0,0.00,0.00
6740752833074228561,0,0.00,0.00,0,24.00,95.57
6743176081290009055,0,24.00,95.54,0,0.00,0.00
6748915580071913004,0,0.00,0.00,0,24.00,95.61
6755843661564887903,0,0.00,0.00,0,24.00,95.61
6780601474992343065,0,24.00,95.68,0,0.00,0.00
6785937994418556701,0,24.00,95.68,0,0.00,0.00
6812181705575123434,0,0.00,0.00,0,0.00,24.00
6815607732912139830,0,24.00,95.60,0,0.00,0.00
6816342828686843292,0,24.00,95.62,0,0.00,0.00
6821485434927219013,0,24.00,95.54,0,0.00,0.00
6829001460410170891,0,21.93,64.01,0,2.07,31.66
6833201851828843752,0,24.00,95.61,0,0.00,0.00
6874517428865861243,0,24.00,95.53,0,0.00,0.00
6884747063042657354,0,24.00,95.68,0,0.00,0.00
6911838184600482804,0,24.00,95.53,0,0.00,0.00
6919205629015311844,0,24.00,95.61,0,0.00,0.00
