store_id,uptime_last_hour (mins),uptime_last_day (hrs),uptime_last_week (hrs),downtime_last_hour (mins),downtime_last_day (hrs),downtime_last_week (hrs)
3924971671845898914,0,0.00,48.00,0,0.00,0.00
3928420091741133278,60,21.99,120.00,0,2.01,0.00
3942430636452731946,60,24.00,118.92,0,0.00,1.08
3943585565821261322,60,24.00,120.00,0,0.00,0.00
3961085042878329163,60,24.00,120.00,0,0.00,0.00
3964881148155096660,60,24.00,120.00,0,0.00,0.00
3981684780387997956,60,24.00,120.00,0,0.00,0.00
3983786718839842887,60,24.00,120.00,0,0.00,0.00
3999482522793776806,60,23.00,120.00,0,1.00,0.00
4000289349032757034,60,24.00,94.02,0,0.00,25.98
4014682770263558895,0,11.97,56.25,60,12.03,63.75
4016252838167779616,60,21.92,120.00,0,2.08,0.00
4025466083805424483,0,14.55,120.00,60,9.45,0.00
4034667685273168284,0,12.94,67.38,60,11.06,52.62
4047403721236143104,60,24.00,120.00,0,0.00,0.00
4056356537811658332,60,24.00,120.00,0,0.00,0.00
4063736086455113362,60,24.00,120.00,0,0.00,0.00
4070606095625486015,60,16.40,101.94,0,7.60,18.06
4081645143271480081,0,0.00,0.00,60,24.00,120.00
4091096377044305023,60,24.00,120.00,0,0.00,0.00
4101604954506997940,60,21.47,120.00,0,2.53,0.00
4102482604314392040,0,0.00,0.00,60,24.00,120.00
4128807293034326195,60,24.00,120.00,0,0.00,0.00
4135296161452585917,60,24.00,120.00,0,0.00,0.00
4169990700107777226,60,24.00,120.00,0,0.00,0.00
4179306616688592252,60,24.00,120.00,0,0.00,0.00
4209944588823430790,60,24.00,120.00,0,0.00,0.00
4230671661085694318,0,0.00,0.00,60,24.00,120.00
4237786782032359529,60,24.00,120.00,0,0.00,0.00
4294168477628718990,0,0.00,0.00,60,24.00,120.00
4302936770261273038,60,24.00,120.00,0,0.00,0.00
4311997043752906982,60,16.46,91.18,0,7.54,28.82
4333246355539626670,60,24.00,120.00,0,0.00,0.00
4334200139645150098,60,24.00,120.00,0,0.00,0.00
4350475864477773885,60,24.00,120.00,0,0.00,0.00
4394775213940263354,60,24.00,120.00,0,0.00,0.00
4403181466014678230,60,21.97,120.00,0,2.03,0.00
4426585115255407705,60,24.00,120.00,0,0.00,0.00
4440251796629982870,60,24.00,120.00,0,0.00,0.00
4465839960587364847,60,24.00,120.00,0,0.00,0.00
4487458899960507791,60,24.00,120.00,0,0.00,0.00
4490643581481308938,60,24.00,120.00,0,0.00,0.00
4493846531369532023,60,24.00,120.00,0,0.00,0.00
4499431744177738744,60,24.00,120.00,0,0.00,0.00
4502213488109123478,60,24.00,120.00,0,0.00,0.00
4519421355791569509,60,24.00,120.00,0,0.00,0.00
4526862862144214038,60,24.00,120.00,0,0.00,0.00
4529761044884056770,60,24.00,120.00,0,0.00,0.00
4535087828585223247,60,21.45,120.00,0,2.55,0.00
4569846722292616274,60,24.00,120.00,0,0.00,0.00
4572155471626501081,60,21.95,120.00,0,2.05,0.00
4575212768727057657,0,22.59,120.00,31,1.41,0.00
4594069615102108120,0,0.00,0.00,60,24.00,120.00
4631425231309361551,60,24.00,120.00,0,0.00,0.00
4637040675312427169,60,24.00,120.00,0,0.00,0.00
4643562238509650081,0,0.00,0.00,60,24.00,120.00
4658864072483512739,0,0.00,0.00,60,24.00,120.00
4670600325857127004,60,24.00,119.02,0,0.00,0.98
4690116529682283125,0,0.00,0.00,60,24.00,120.00
4693932179821479546,60,24.00,120.00,0,0.00,0.00
4708036891381443456,60,24.00,120.00,0,0.00,0.00
4720446417352827567,60,14.46,56.60,0,9.54,63.40
4724461169127726393,60,24.00,120.00,0,0.00,0.00
4745963958616336184,60,24.00,120.00,0,0.00,0.00
4747205070683547129,60,24.00,120.00,0,0.00,0.00
4747602793265451836,60,16.37,82.07,0,7.63,37.93
4779871203708914158,60,24.00,120.00,0,0.00,0.00
4794041852624536159,60,16.41,82.03,0,7.59,37.97
4815503163100586115,60,24.00,120.00,0,0.00,0.00
4820585162654469946,60,24.00,120.00,0,0.00,0.00
4833167438922823535,60,24.00,120.00,0,0.00,0.00
4855310228127434828,0,0.00,48.00,0,0.00,0.00
4870908132718861214,60,24.00,86.09,0,0.00,33.91
4886303287185167971,60,24.00,120.00,0,0.00,0.00
4907255331577181292,0,22.59,120.00,60,1.41,0.00
4978873425768469839,60,24.00,120.00,0,0.00,0.00
4979385466540546679,60,24.00,120.00,0,0.00,0.00
4992021115724804976,60,24.00,120.00,0,0.00,0.00
4994849534965954657,0,0.00,0.00,60,24.00,120.00
5008347861690301769,60,24.00,118.92,0,0.00,1.08
5013659676556899003,60,24.00,120.00,0,0.00,0.00
5025636313231508977,60,24.00,120.00,0,0.00,0.00
5030962769702991524,60,24.00,120.00,0,0.00,0.00
5039212450683870877,60,24.00,120.00,0,0.00,0.00
5042514194646859674,0,0.00,48.00,0,0.00,0.00
5047154360023757128,60,24.00,120.00,0,0.00,0.00
5078704111145361531,60,24.00,120.00,0,0.00,0.00
5080474446923281520,0,0.00,0.00,60,24.00,120.00
5083547698453834531,60,24.00,120.00,0,0.00,0.00
5094144720037804964,60,24.00,120.00,0,0.00,0.00
5119070044713788238,0,6.98,120.00,60,17.02,0.00
5139655722866263680,60,24.00,120.00,0,0.00,0.00
5158951550991853002,60,24.00,120.00,0,0.00,0.00
5166109719449585850,60,24.00,120.00,0,0.00,0.00
5166513058365828562,60,21.95,120.00,0,2.05,0.00
5167124455956260713,60,24.00,120.00,0,0.00,0.00
5184340606577302821,0,0.00,0.00,60,24.00,120.00
5220106591702404503,0,0.00,0.00,60,24.00,120.00
5222633438512913066,60,24.00,120.00,0,0.00,0.00
5224432675455161352,0,0.00,0.00,60,24.00,120.00
5316326154516784194,60,24.00,120.00,0,0.00,0.00
5339362701853549696,60,24.00,118.03,0,0.00,1.97
5339503458462071738,60,24.00,120.00,0,0.00,0.00
5360580384589672363,0,0.00,0.00,60,24.00,120.00
5392622676621278327,60,24.00,120.00,0,0.00,0.00
5399026350784499156,60,22.98,115.46,0,1.02,4.54
5423278778747940477,60,24.00,120.00,0,0.00,0.00
5426011922219537783,0,0.00,0.00,60,24.00,120.00
5449550534098660906,27,22.53,103.89,33,1.47,16.11
5465255006044610178,0,0.00,0.00,60,24.00,120.00
5485595374830994390,60,24.00,120.00,0,0.00,0.00
5492122529427095449,60,24.00,120.00,0,0.00,0.00
5518427138441656733,0,0.00,0.00,60,24.00,120.00
5520585620365628463,60,24.00,120.00,0,0.00,0.00
5526191133038762148,60,24.00,120.00,0,0.00,0.00
5542380022748865470,60,23.00,117.91,0,1.00,2.09
5547475888962855234,60,24.00,120.00,0,0.00,0.00
5570314770521046832,60,24.00,120.00,0,0.00,0.00
5573822435355567205,0,0.00,0.00,60,24.00,120.00
5584037083213462840,60,24.00,120.00,0,0.00,0.00
5593226062635218514,60,24.00,120.00,0,0.00,0.00
5620695598604185448,60,24.00,120.00,0,0.00,0.00
5642497509732673610,60,24.00,120.00,0,0.00,0.00
5652421799253576005,60,24.00,120.00,0,0.00,0.00
5657294792659223889,60,24.00,94.01,0,0.00,25.99
5657970094991585573,60,24.00,120.00,0,0.00,0.00
5659814264223297824,60,24.00,120.00,0,0.00,0.00
5678809773717460304,0,0.00,0.00,60,24.00,120.00
5680290502434703848,0,0.00,0.00,60,24.00,120.00
5692146340058537151,60,21.97,120.00,0,2.03,0.00
5693945648443136681,0,0.00,48.00,0,0.00,0.00
5694284847317939009,60,24.00,120.00,0,0.00,0.00
5701369936085722597,0,0.00,48.00,0,0.00,0.00
5711540913166429515,0,0.00,0.00,60,24.00,120.00
5716822721567619734,0,0.00,0.00,60,24.00,120.00
5718192414366853796,60,24.00,120.00,0,0.00,0.00
5734704011906867906,0,0.00,0.00,60,24.00,120.00
5753143011368437793,60,24.00,120.00,0,0.00,0.00
5778837721456391757,0,22.59,120.00,60,1.41,0.00
5789400892189485648,60,24.00,120.00,0,0.00,0.00
5793226435865690573,60,24.00,120.00,0,0.00,0.00
5819319286020376093,60,23.02,117.99,0,0.98,2.01
5825561552710096629,60,24.00,120.00,0,0.00,0.00
5827091226490329623,60,24.00,120.00,0,0.00,0.00
5838930406506915354,60,21.47,120.00,0,2.53,0.00
5862250878142949876,0,0.00,0.00,60,24.00,120.00
5871853780593130581,60,21.95,120.00,0,2.05,0.00
5908035410348459972,0,0.00,0.00,60,24.00,120.00
5911720197438906362,0,24.00,120.00,60,0.00,0.00
5929163454588250365,0,0.00,0.00,60,24.00,120.00
5930941559911155974,60,24.00,120.00,0,0.00,0.00
5940506369847263591,0,0.00,48.00,0,0.00,0.00
5954140644800691141,0,12.01,55.19,60,11.99,64.81
5956528166768378528,60,24.00,120.00,0,0.00,0.00
5973271232923063448,0,0.00,0.00,60,24.00,120.00
5974947466553595050,60,24.00,120.00,0,0.00,0.00
5976771470795225249,60,24.00,120.00,0,0.00,0.00
5996396065338464202,60,24.00,120.00,0,0.00,0.00
6017856727796385915,60,24.00,120.00,0,0.00,0.00
6048375797507780711,60,24.00,120.00,0,0.00,0.00
6072571022273582065,0,0.00,0.00,60,24.00,120.00
6103811467009376377,0,12.98,58.82,60,11.02,61.18
6107456274615855715,60,24.00,120.00,0,0.00,0.00
6126725621599942431,60,21.94,120.00,0,2.06,0.00
6139601535969838429,60,24.00,120.00,0,0.00,0.00
6179374561721962353,0,0.00,0.00,0,0.00,48.00
6231179318258751370,0,0.00,0.00,60,24.00,120.00
6242385480384788545,0,0.00,0.00,60,24.00,120.00
6310147411863453714,60,24.00,120.00,0,0.00,0.00
6310777869153230362,60,24.00,120.00,0,0.00,0.00
6310973543470827803,60,24.00,120.00,0,0.00,0.00
6325014510634749266,60,24.00,120.00,0,0.00,0.00
6331975213582686073,60,24.00,120.00,0,0.00,0.00
6333022308885644842,60,24.00,120.00,0,0.00,0.00
6373296695996190449,0,13.03,66.85,60,10.97,53.15
6373424578790053065,60,24.00,120.00,0,0.00,0.00
6389799461698552959,60,22.92,120.00,0,1.08,0.00
6396563192294326228,60,24.00,120.00,0,0.00,0.00
6410684055280162842,60,24.00,120.00,0,0.00,0.00
6426424917096754963,60,24.00,120.00,0,0.00,0.00
6429321643682838791,0,0.00,0.00,60,24.00,120.00
6466697330331826671,0,0.00,0.00,60,24.00,120.00
6471230478624228849,0,22.52,120.00,60,1.48,0.00
6530251723612359488,60,24.00,120.00,0,0.00,0.00
6551426500834467636,60,24.00,120.00,0,0.00,0.00
6561198817455107032,60,24.00,120.00,0,0.00,0.00
6575786319375162303,60,22.97,114.40,0,1.03,5.60
6577171409845651001,0,0.00,0.00,60,24.00,120.00
6589467507389527405,0,0.00,48.00,0,0.00,0.00
6613959167939479429,60,24.00,120.00,0,0.00,0.00
6634238977888416752,60,24.00,120.00,0,0.00,0.00
6647161454342205575,60,24.00,120.00,0,0.00,0.00
6654163885034420297,60,24.00,120.00,0,0.00,0.00
6656463669299127947,60,22.98,116.51,0,1.02,3.49
6657266765048523800,0,0.00,0.00,60,24.00,120.00
6659722889597798194,60,24.00,120.00,0,0.00,0.00
6688744192328517546,60,24.00,120.00,0,0.00,0.00
6701064889447779444,0,0.00,0.00,60,24.00,120.00
6701284235685080538,60,24.00,120.00,0,0.00,0.00
6703403472804743914,60,16.40,83.11,0,7.60,36.89
6703847695782874497,60,24.00,120.00,0,0.00,0.00
6707675183890017989,0,14.52,0.00,60,9.48,120.00
6727132511474782202,60,24.00,120.00,0,0.00,0.00
6727847259418548871,28,18.53,120.00,32,5.47,0.00
6734105876303006678,60,24.00,120.00,0,0.00,0.00
6734919551863720370,60,24.00,120.00,0,0.00,0.00
6740752833074228561,0,0.00,0.00,60,24.00,120.00
6743176081290009055,60,24.00,120.00,0,0.00,0.00
6748915580071913004,0,0.00,0.00,60,24.00,120.00
6755843661564887903,0,0.00,0.00,60,24.00,120.00
6780601474992343065,60,24.00,120.00,0,0.00,0.00
6785937994418556701,60,24.00,120.00,0,0.00,0.00
6812181705575123434,0,0.00,0.00,0,0.00,48.00
6815607732912139830,60,24.00,120.00,0,0.00,0.00
6816342828686843292,60,24.00,120.00,0,0.00,0.00
6821485434927219013,60,24.00,120.00,0,0.00,0.00
6829001460410170891,60,16.38,101.83,0,7.62,18.17
6833201851828843752,60,21.96,120.00,0,2.04,0.00
6874517428865861243,60,24.00,120.00,0,0.00,0.00
6884747063042657354,60,24.00,120.00,0,0.00,0.00
6911838184600482804,60,24.00,120.00,0,0.00,0.00
6919205629015311844,60,24.00,120.00,0,0.00,0.00
